"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070472","regulation of uterine smooth muscle contraction","2/634","10/18986",0.2,5.98927444794953,2.93321088279908,0.0419432287791021,0.413270524800277,0.387115746897736,"2852/5020",2
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","2/634","10/18986",0.2,5.98927444794953,2.93321088279908,0.0419432287791021,0.413270524800277,0.387115746897736,"491/2890",2
"GO:1902645","tertiary alcohol biosynthetic process","2/634","10/18986",0.2,5.98927444794953,2.93321088279908,0.0419432287791021,0.413270524800277,0.387115746897736,"650/653",2
"GO:1903799","negative regulation of miRNA processing","2/634","10/18986",0.2,5.98927444794953,2.93321088279908,0.0419432287791021,0.413270524800277,0.387115746897736,"404266/79727",2
"GO:1904179","positive regulation of adipose tissue development","2/634","10/18986",0.2,5.98927444794953,2.93321088279908,0.0419432287791021,0.413270524800277,0.387115746897736,"4023/5468",2
"GO:0006814","sodium ion transport","14/634","251/18986",0.0557768924302789,1.67031558309349,1.98699858187826,0.0429024785695933,0.421635412780348,0.394951243657845,"183/40/479/477/51297/3775/6323/6557/8671/159963/60482/160728/55117/6530",14
"GO:0006730","one-carbon metabolic process","4/634","40/18986",0.1,2.99463722397476,2.34716369023975,0.0436068872280602,0.424853224141774,0.397965408409024,"10840/56934/762/768",4
"GO:0008210","estrogen metabolic process","4/634","40/18986",0.1,2.99463722397476,2.34716369023975,0.0436068872280602,0.424853224141774,0.397965408409024,"441282/7365/10720/54490",4
"GO:0090659","walking behavior","4/634","40/18986",0.1,2.99463722397476,2.34716369023975,0.0436068872280602,0.424853224141774,0.397965408409024,"58524/57626/6323/7200",4
"GO:0051899","membrane depolarization","7/634","97/18986",0.0721649484536082,2.16107840905395,2.13084157821362,0.0436744224660521,0.424853224141774,0.397965408409024,"477/783/55584/1146/2273/4653/6323",7
"GO:0031638","zymogen activation","5/634","58/18986",0.0862068965517241,2.58158381377135,2.24213663190806,0.0439142405121986,0.425023142982621,0.398124573544303,"7123/2243/2244/2266/3083",5
"GO:0050805","negative regulation of synaptic transmission","5/634","58/18986",0.0862068965517241,2.58158381377135,2.24213663190806,0.0439142405121986,0.425023142982621,0.398124573544303,"9370/590/2890/5179/22986",5
"GO:0009749","response to glucose","12/634","206/18986",0.058252427184466,1.74444886833481,1.99677403032727,0.0442344105131327,0.426964889495459,0.399943432152637,"130399/111/9370/336/10804/2852/79727/4023/4986/5105/5122/100507043",12
"GO:0009074","aromatic amino acid family catabolic process","3/634","24/18986",0.125,3.74329652996845,2.49945045989366,0.044561598458982,0.426964889495459,0.399943432152637,"10841/3067/6999",3
"GO:0015874","norepinephrine transport","3/634","24/18986",0.125,3.74329652996845,2.49945045989366,0.044561598458982,0.426964889495459,0.399943432152637,"5020/6570/6530",3
"GO:0030277","maintenance of gastrointestinal epithelium","3/634","24/18986",0.125,3.74329652996845,2.49945045989366,0.044561598458982,0.426964889495459,0.399943432152637,"4583/4588/5950",3
"GO:0030048","actin filament-based movement","9/634","140/18986",0.0642857142857143,1.92512392969806,2.04203211816366,0.045335953460017,0.433298375194113,0.405876088607837,"477/783/4607/4620/4624/4625/29895/4647/6323",9
"GO:0019226","transmission of nerve impulse","6/634","78/18986",0.0769230769230769,2.3035670953652,2.14420410640323,0.0460308915346575,0.438072639420781,0.410348202516485,"477/58524/2852/2890/5179/6323",6
"GO:0099565","chemical synaptic transmission, postsynaptic","8/634","119/18986",0.0672268907563025,2.01320149510908,2.06075379050747,0.0460646615346989,0.438072639420781,0.410348202516485,"55584/1146/23316/8001/2890/9378/22953/124925",8
"GO:0019748","secondary metabolic process","5/634","59/18986",0.0847457627118644,2.53782815591082,2.19887809167931,0.0467185898911833,0.441777292590362,0.413818398169641,"1645/1553/1548/1549/7306",5
"GO:0051480","regulation of cytosolic calcium ion concentration","5/634","59/18986",0.0847457627118644,2.53782815591082,2.19887809167931,0.0467185898911833,0.441777292590362,0.413818398169641,"491/783/2852/2890/100507043",5
"GO:0043407","negative regulation of MAP kinase activity","4/634","41/18986",0.0975609756097561,2.9215972916827,2.28936601164984,0.0470943444938005,0.441777292590362,0.413818398169641,"9370/183/650/6317",4
"GO:0006334","nucleosome assembly","8/634","120/18986",0.0666666666666667,1.99642481598318,2.03518302900338,0.0479814478542832,0.441777292590362,0.413818398169641,"3007/3008/373861/8354/8359/8366/8364/23569",8
"GO:0015908","fatty acid transport","8/634","120/18986",0.0666666666666667,1.99642481598318,2.03518302900338,0.0479814478542832,0.441777292590362,0.413818398169641,"948/2167/2172/2173/3952/5020/5468/160728",8
"GO:0048705","skeletal system morphogenesis","13/634","232/18986",0.0560344827586207,1.67802947895138,1.93131824064745,0.0482990082108669,0.441777292590362,0.413818398169641,"89/8092/257/1749/2690/3207/3215/3216/3218/3219/387733/56914/9496",13
"GO:0045861","negative regulation of proteolysis","16/634","303/18986",0.0528052805280528,1.58132658691737,1.89594800336221,0.0485365638919638,0.441777292590362,0.413818398169641,"59082/1447/1473/128822/80760/199713/51050/5266/5858/866/6317/8710/3053/7980/7079/7448",16
"GO:0006706","steroid catabolic process","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"6718/1591/3290",3
"GO:0008211","glucocorticoid metabolic process","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"650/653/866",3
"GO:0014059","regulation of dopamine secretion","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"2668/4986/6860",3
"GO:0030813","positive regulation of nucleotide catabolic process","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"2819/5207/8671",3
"GO:0033123","positive regulation of purine nucleotide catabolic process","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"2819/5207/8671",3
"GO:0042953","lipoprotein transport","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"338/948/5468",3
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"650/653/3484",3
"GO:0045821","positive regulation of glycolytic process","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"2819/5207/8671",3
"GO:2000272","negative regulation of signaling receptor activity","3/634","25/18986",0.12,3.59356466876972,2.41181890987926,0.0494224643355347,0.441777292590362,0.413818398169641,"1393/5468/10268",3
"GO:0010718","positive regulation of epithelial to mesenchymal transition","5/634","60/18986",0.0833333333333333,2.49553101997897,2.15650198489431,0.0496269172073916,0.441777292590362,0.413818398169641,"183/8092/650/6317/7148",5
"GO:0050881","musculoskeletal movement","5/634","60/18986",0.0833333333333333,2.49553101997897,2.15650198489431,0.0496269172073916,0.441777292590362,0.413818398169641,"89/4625/342667/8557/7136",5
"GO:0070542","response to fatty acid","5/634","60/18986",0.0833333333333333,2.49553101997897,2.15650198489431,0.0496269172073916,0.441777292590362,0.413818398169641,"9370/1645/948/4023/5122",5
"GO:0001794","type IIa hypersensitivity","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"2215/3500",2
"GO:0002445","type II hypersensitivity","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"2215/3500",2
"GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"111/5731",2
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"479/477",2
"GO:0019372","lipoxygenase pathway","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"247/59344",2
"GO:0031943","regulation of glucocorticoid metabolic process","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"650/653",2
"GO:0032275","luteinizing hormone secretion","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"3952/4986",2
"GO:0032342","aldosterone biosynthetic process","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"650/653",2
"GO:0048742","regulation of skeletal muscle fiber development","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"89/4618",2
"GO:0060075","regulation of resting membrane potential","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"3775/3777",2
"GO:0070391","response to lipoteichoic acid","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"948/3929",2
"GO:0071223","cellular response to lipoteichoic acid","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"948/3929",2
"GO:0098870","action potential propagation","2/634","11/18986",0.181818181818182,5.44479495268139,2.74072467992597,0.0501520651279668,0.441777292590362,0.413818398169641,"477/6323",2
"GO:0006865","amino acid transport","10/634","165/18986",0.0606060606060606,1.8149316508938,1.95411464583153,0.0504401039446159,0.44231095959698,0.414318290829447,"477/3775/3952/83884/55244/55117/6530/56301/6860/7200",10
"GO:0051222","positive regulation of protein transport","14/634","257/18986",0.0544747081712062,1.63131988854656,1.89394327496996,0.0504440435219156,0.44231095959698,0.414318290829447,"27063/1131/2243/2244/2266/2852/3952/4826/5122/5468/5950/6616/7200/100507043",14
"GO:0001941","postsynaptic membrane organization","4/634","42/18986",0.0952380952380952,2.85203545140454,2.23329620381837,0.0507319991627222,0.442333806156362,0.414339691491648,"91851/2668/375323/9378",4
"GO:0051955","regulation of amino acid transport","4/634","42/18986",0.0952380952380952,2.85203545140454,2.23329620381837,0.0507319991627222,0.442333806156362,0.414339691491648,"477/3952/6860/7200",4
"GO:0050890","cognition","17/634","329/18986",0.0516717325227964,1.54738093640033,1.86155100827477,0.0507937590642539,0.442333806156362,0.414339691491648,"107/2334/477/590/1393/23316/2740/2890/57338/431707/9378/4986/5020/5923/6616/22986/6860",17
"GO:0060390","regulation of SMAD protein signal transduction","6/634","80/18986",0.075,2.24597791798107,2.07569596775358,0.0509926123122138,0.443056265612712,0.415016428435769,"268/84913/650/653/168667/5468",6
"GO:0035725","sodium ion transmembrane transport","11/634","188/18986",0.0585106382978723,1.75218135445332,1.92643293746222,0.0512064912414918,0.443905705252207,0.415812109329407,"183/40/479/477/51297/3775/6323/6557/8671/55117/6530",11
"GO:0009746","response to hexose","12/634","211/18986",0.0568720379146919,1.70311121742641,1.90890146355461,0.0513612064615824,0.444239575345316,0.416124849683981,"130399/111/9370/336/10804/2852/79727/4023/4986/5105/5122/100507043",12
"GO:0046660","female sex differentiation","8/634","122/18986",0.0655737704918033,1.96369654031132,1.98477623278226,0.05196894268223,0.448481417323172,0.420098236913262,"268/3623/3952/431707/56956/5950/56729/132625",8
"GO:0098754","detoxification","10/634","167/18986",0.0598802395209581,1.79319594249986,1.91358905273424,0.0538981723757895,0.459064179154862,0.430011244265275,"127/948/2878/3040/3043/3045/4496/4583/6280/55244",10
"GO:0007411","axon guidance","13/634","236/18986",0.0550847457627119,1.64958830134203,1.86638738250822,0.0539429776029533,0.459064179154862,0.430011244265275,"53942/1749/2128/2668/2676/3798/9211/56956/9499/4693/9378/6585/137970",13
"GO:0014904","myotube cell development","4/634","43/18986",0.0930232558139535,2.78570904555792,2.17885724084187,0.0545191942417114,0.459064179154862,0.430011244265275,"58/89/4618/22953",4
"GO:0044058","regulation of digestive system process","4/634","43/18986",0.0930232558139535,2.78570904555792,2.17885724084187,0.0545191942417114,0.459064179154862,0.430011244265275,"336/3952/4986/5020",4
"GO:0006063","uronic acid metabolic process","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"7365/10720/54490",3
"GO:0007274","neuromuscular synaptic transmission","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"9378/22953/60482",3
"GO:0019585","glucuronate metabolic process","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"7365/10720/54490",3
"GO:0043931","ossification involved in bone maturation","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"89/650/3952",3
"GO:0044872","lipoprotein localization","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"338/948/5468",3
"GO:0048520","positive regulation of behavior","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"2890/4986/5179",3
"GO:0098581","detection of external biotic stimulus","3/634","26/18986",0.115384615384615,3.4553506430478,2.3285697878343,0.0545301838144885,0.459064179154862,0.430011244265275,"3929/8993/57115",3
"GO:0003300","cardiac muscle hypertrophy","7/634","102/18986",0.0686274509803922,2.05514319292386,1.98597016983038,0.0546362023320591,0.459064179154862,0.430011244265275,"32/183/3952/4624/4625/5468/8557",7
"GO:0042180","cellular ketone metabolic process","13/634","237/18986",0.0548523206751055,1.64262801315071,1.85034623625635,0.0554212995820962,0.461274972950295,0.432082122878671,"32/127/9370/1645/85300/650/653/1555/10170/2819/5468/10891/6999",13
"GO:0097485","neuron projection guidance","13/634","237/18986",0.0548523206751055,1.64262801315071,1.85034623625635,0.0554212995820962,0.461274972950295,0.432082122878671,"53942/1749/2128/2668/2676/3798/9211/56956/9499/4693/9378/6585/137970",13
"GO:0051963","regulation of synapse assembly","10/634","168/18986",0.0595238095238095,1.78252215712784,1.89353257846877,0.0556845551858634,0.461274972950295,0.432082122878671,"40/147381/23316/375323/339398/347731/9378/5020/6585/6616",10
"GO:0050879","multicellular organismal movement","5/634","62/18986",0.0806451612903226,2.41503001933449,2.07426031195062,0.0557561766689998,0.461274972950295,0.432082122878671,"89/4625/342667/8557/7136",5
"GO:1900024","regulation of substrate adhesion-dependent cell spreading","5/634","62/18986",0.0806451612903226,2.41503001933449,2.07426031195062,0.0557561766689998,0.461274972950295,0.432082122878671,"2243/2244/2266/4653/10562",5
"GO:0008585","female gonad development","7/634","103/18986",0.0679611650485437,2.03519034639062,1.95799491027743,0.057016593572587,0.461274972950295,0.432082122878671,"268/3623/3952/431707/56956/56729/132625",7
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","11/634","192/18986",0.0572916666666667,1.71567757623554,1.85253594117993,0.0578457959655793,0.461274972950295,0.432082122878671,"183/1116/1440/2852/3952/79727/4653/4693/9378/4922/10268",11
"GO:0045598","regulation of fat cell differentiation","9/634","147/18986",0.0612244897959184,1.8334513616172,1.88546395443961,0.0583447772414528,0.461274972950295,0.432082122878671,"9370/650/83643/2852/3952/4023/5468/374462/56301",9
"GO:0060048","cardiac muscle contraction","9/634","147/18986",0.0612244897959184,1.8334513616172,1.88546395443961,0.0583447772414528,0.461274972950295,0.432082122878671,"477/783/1113/4607/4624/4625/6323/8557/7136",9
"GO:0050892","intestinal absorption","4/634","44/18986",0.0909090909090909,2.72239747634069,2.1259597209325,0.0584550291803508,0.461274972950295,0.432082122878671,"1645/336/948/3952",4
"GO:0070328","triglyceride homeostasis","4/634","44/18986",0.0909090909090909,2.72239747634069,2.1259597209325,0.0584550291803508,0.461274972950295,0.432082122878671,"27329/55908/338328/4023",4
"GO:0002759","regulation of antimicrobial humoral response","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"354/25818",2
"GO:0006705","mineralocorticoid biosynthetic process","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"650/653",2
"GO:0010752","regulation of cGMP-mediated signaling","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"4881/10900",2
"GO:0015015","heparan sulfate proteoglycan biosynthetic process, enzymatic modification","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"222537/266722",2
"GO:0015791","polyol transmembrane transport","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"364/100509620",2
"GO:0019336","phenol-containing compound catabolic process","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"4128/4129",2
"GO:0030432","peristalsis","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"2668/22953",2
"GO:0032351","negative regulation of hormone metabolic process","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"650/653",2
"GO:0033313","meiotic cell cycle checkpoint signaling","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"84072/135458",2
"GO:0034370","triglyceride-rich lipoprotein particle remodeling","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"336/4023",2
"GO:0034372","very-low-density lipoprotein particle remodeling","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"336/4023",2
"GO:0034650","cortisol metabolic process","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"650/653",2
"GO:0038003","G protein-coupled opioid receptor signaling pathway","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"4986/5179",2
"GO:0042487","regulation of odontogenesis of dentin-containing tooth","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"650/58524",2
"GO:0045161","neuronal ion channel clustering","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"30819/4653",2
"GO:0051583","dopamine uptake involved in synaptic transmission","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"2668/6530",2
"GO:0051934","catecholamine uptake involved in synaptic transmission","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"2668/6530",2
"GO:0060192","negative regulation of lipase activity","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"27329/336",2
"GO:0070528","protein kinase C signaling","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"27063/124925",2
"GO:0071476","cellular hypotonic response","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"362/5105",2
"GO:1904729","regulation of intestinal lipid absorption","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"336/3952",2
"GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","2/634","12/18986",0.166666666666667,4.99106203995794,2.57044243990731,0.0588810323828783,0.461274972950295,0.432082122878671,"284194/654346",2
"GO:0019233","sensory perception of pain","6/634","83/18986",0.072289156626506,2.16479799323477,1.97666249538345,0.0590260090577314,0.461465097398174,0.43226021486256,"59344/3218/4986/5179/6323/10879",6
"GO:0006109","regulation of carbohydrate metabolic process","11/634","193/18986",0.0569948186528497,1.70678805511515,1.83433236251625,0.0595905723236334,0.464928077537246,0.435504032320087,"32/89/9370/2819/2852/3952/5207/5443/10891/53632/8671",11
"GO:0034377","plasma lipoprotein particle assembly","3/634","27/18986",0.111111111111111,3.32737469330529,2.24930685030981,0.0598793930017542,0.466229978504493,0.436723539483262,"336/338/5567",3
"GO:0001906","cell killing","14/634","264/18986",0.053030303030303,1.58806519453207,1.78837894515028,0.0603471019097121,0.468916606912255,0.439240138418572,"6362/6364/909/1113/117159/400830/2215/3500/3853/3952/4922/8993/57115/5443",14
"GO:0010811","positive regulation of cell-substrate adhesion","8/634","126/18986",0.0634920634920635,1.90135696760302,1.88677224055152,0.060567905642254,0.469677694260319,0.439953058599227,"948/2243/2244/2266/4653/10562/7448/375567",8
"GO:0015711","organic anion transport","22/634","462/18986",0.0476190476190476,1.42601772570227,1.72301675472826,0.0613325390263429,0.47397237746347,0.443975942875043,"1244/32/1645/477/762/948/2167/2172/2173/3775/3952/5020/5468/83884/55244/8671/159963/160728/55117/56301/6860/7200",22
"GO:0006941","striated muscle contraction","11/634","194/18986",0.0567010309278351,1.69799017854239,1.81623442963154,0.0613696905164576,0.47397237746347,0.443975942875043,"89/477/783/1113/4607/4624/4625/6323/342667/8557/7136",11
"GO:0050817","coagulation","13/634","241/18986",0.0539419087136929,1.61536447766274,1.78692551891834,0.0616087979480736,0.474859747087672,0.444807153266864,"948/2243/2244/2266/3043/3083/222537/3848/646960/6288/3053/7980/7448",13
"GO:0019098","reproductive behavior","4/634","45/18986",0.0888888888888889,2.66189975464423,2.07452110741595,0.0625383701279934,0.47912663126116,0.448803997838695,"10876/4986/5020/5266",4
"GO:0032689","negative regulation of type II interferon production","4/634","45/18986",0.0888888888888889,2.66189975464423,2.07452110741595,0.0625383701279934,0.47912663126116,0.448803997838695,"3623/284194/654346/8993",4
"GO:0055090","acylglycerol homeostasis","4/634","45/18986",0.0888888888888889,2.66189975464423,2.07452110741595,0.0625383701279934,0.47912663126116,0.448803997838695,"27329/55908/338328/4023",4
"GO:0071805","potassium ion transmembrane transport","12/634","219/18986",0.0547945205479452,1.64089710902727,1.77305077369152,0.0643198196714791,0.491789341208129,0.460665318994467,"479/477/2273/30819/3769/3775/83795/3777/57582/4986/6557/6616",12
"GO:0042632","cholesterol homeostasis","7/634","106/18986",0.0660377358490566,1.97759061960598,1.8759324362306,0.0645383502495138,0.492475275456869,0.461307842312945,"1645/27329/336/338/2167/338328/4023",7
"GO:1904427","positive regulation of calcium ion transmembrane transport","6/634","85/18986",0.0705882352941176,2.11386156986454,1.91296278591558,0.0647776149955192,0.493316378740777,0.462095714436478,"783/2852/90070/22953/342667/10345",6
"GO:0003156","regulation of animal organ formation","3/634","28/18986",0.107142857142857,3.2085398828301,2.17368311569726,0.0654642619538583,0.495583907820991,0.464219737711362,"650/2668/3207",3
"GO:0006027","glycosaminoglycan catabolic process","3/634","28/18986",0.107142857142857,3.2085398828301,2.17368311569726,0.0654642619538583,0.495583907820991,0.464219737711362,"10894/8993/57115",3
"GO:0050996","positive regulation of lipid catabolic process","3/634","28/18986",0.107142857142857,3.2085398828301,2.17368311569726,0.0654642619538583,0.495583907820991,0.464219737711362,"13/27329/336",3
"GO:0022617","extracellular matrix disassembly","5/634","65/18986",0.0769230769230769,2.3035670953652,1.95670905298958,0.065730934770597,0.495639770469413,0.464272064963295,"25818/4312/4321/9313/256764",5
"GO:0032757","positive regulation of interleukin-8 production","5/634","65/18986",0.0769230769230769,2.3035670953652,1.95670905298958,0.065730934770597,0.495639770469413,0.464272064963295,"9370/336/1116/3929/3952",5
"GO:1990573","potassium ion import across plasma membrane","4/634","46/18986",0.0869565217391304,2.60403236867371,2.0244650603939,0.0667678603547284,0.495798384234033,0.464420640490158,"479/477/3769/6557",4
"GO:0006006","glucose metabolic process","11/634","197/18986",0.0558375634517767,1.67213246008743,1.76256190410037,0.0669146581268443,0.495798384234033,0.464420640490158,"32/89/9370/347/2819/3952/5105/5207/10891/53632/5950",11
"GO:0046545","development of primary female sexual characteristics","7/634","107/18986",0.0654205607476635,1.95910846428256,1.84917642805752,0.0671729513139959,0.495798384234033,0.464420640490158,"268/3623/3952/431707/56956/56729/132625",7
"GO:0055092","sterol homeostasis","7/634","107/18986",0.0654205607476635,1.95910846428256,1.84917642805752,0.0671729513139959,0.495798384234033,0.464420640490158,"1645/27329/336/338/2167/338328/4023",7
"GO:0071621","granulocyte chemotaxis","8/634","129/18986",0.062015503875969,1.85713936370528,1.81559184901182,0.0675702523677078,0.495798384234033,0.464420640490158,"6362/284340/6374/3929/6278/6279/6280/6288",8
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","6/634","86/18986",0.0697674418604651,2.08928178416844,1.88177109828518,0.0677723670604539,0.495798384234033,0.464420640490158,"111/1131/8685/2847/4986/768239",6
"GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"40/22953",2
"GO:0002024","diet induced thermogenesis","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"153/6344",2
"GO:0007320","insemination","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"10876/5020",2
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"9370/347",2
"GO:0016081","synaptic vesicle docking","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"6616/23025",2
"GO:0032341","aldosterone metabolic process","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"650/653",2
"GO:0033604","negative regulation of catecholamine secretion","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"1113/6860",2
"GO:0034380","high-density lipoprotein particle assembly","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"336/5567",2
"GO:0042711","maternal behavior","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"4986/5020",2
"GO:0070170","regulation of tooth mineralization","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"401138/9313",2
"GO:0070417","cellular response to cold","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"1149/5346",2
"GO:0070486","leukocyte aggregation","2/634","13/18986",0.153846153846154,4.60713419073041,2.41809968910165,0.0680863593311188,0.495798384234033,0.464420640490158,"6279/6280",2
"GO:0006518","peptide metabolic process","5/634","66/18986",0.0757575757575758,2.26866456361725,1.91896229023853,0.0692630953792407,0.502453156802347,0.470654250434788,"51200/3960/206338/5122/29953",5
"GO:0043470","regulation of carbohydrate catabolic process","5/634","66/18986",0.0757575757575758,2.26866456361725,1.91896229023853,0.0692630953792407,0.502453156802347,0.470654250434788,"89/2819/5207/53632/8671",5
"GO:0009612","response to mechanical stimulus","12/634","222/18986",0.0540540540540541,1.61872282377014,1.7235271985282,0.0696877498715708,0.504565699857816,0.472633096332803,"58/27063/40/477/1116/55584/9378/374462/56729/6323/8557/441027",12
